,Scenario,942,1515,1516,1517,1518,1519,1520,2331,2332,2333,2334,2335,2336,3312,3562,6321
0,timeSeries_CH1SP0SE1WE0BP1RE0CO0DI0WO0CS0.csv,82877147726.53143,479155533858.7231,292351057566.7289,166366660562.45233,14814060419.909842,78073612317.86282,34537149142.07704,111076353814.0152,30994960315.792194,332103993727.0287,39311176815.6401,69065294791.76268,118351868610.64993,50720703176.59211,92192840036.02734,251220417053.57675
1,timeSeries_CH1SP0SE1WE1BP1RE0CO1DI1WO0CS0.csv,77034377698.2547,440983019622.6016,271454321944.1053,154085860588.05286,13670054750.148205,72689954193.38385,31661295713.03052,103631878717.41478,28875936941.83364,310197786812.2359,38198200304.485016,63784206403.87201,109069311855.63972,47059763772.236145,85760362756.71712,234030985865.51556
2,timeSeries_CH0SP1SE0WE0BP0RE1CO0DI0WO1CS0.csv,82334635164.35983,468885861756.7631,290584644402.979,164461908148.1972,14610579582.009413,77286896583.74779,33804096068.405865,110839595524.05696,31057155509.666748,331864352808.7146,43561247595.88735,68141291962.35042,116757735024.29054,50222049130.0714,90303870571.62866,249932752036.27542
3,timeSeries_CH1SP1SE0WE0BP1RE0CO0DI1WO1CS0.csv,81892211198.56383,465838899099.39667,288372706350.8895,163486035864.7712,14362610353.75901,76602553169.83144,33483995888.665203,109927311489.69476,30680864575.77033,329329074250.3556,42517222461.44273,67366689757.823074,115409255683.53638,49580182326.38494,89381010377.78075,248234860644.49182
4,timeSeries_CH1SP0SE1WE0BP0RE1CO0DI1WO0CS1.csv,81736707418.99527,457184083402.0916,287026647245.0371,162428139051.76678,14332098921.373543,77322415027.76251,32282977469.488033,110030184851.62573,30826871074.66283,328770988224.66235,44231243753.4782,67841612721.21494,115585402765.74564,50320421546.54544,89978320807.86661,248644668733.3721
5,timeSeries_CH1SP0SE1WE0BP0RE1CO0DI0WO1CS1.csv,82256447996.99304,469174974025.5482,290468821159.9313,164768581426.1382,14429063816.73361,77955558285.69646,33023991076.832268,110679704159.42203,31207581152.12568,331807447646.6477,45348465786.15434,68798281682.97467,117396987573.9564,50587432395.753525,91398883480.64886,250611464934.7432
6,timeSeries_CH1SP0SE1WE0BP0RE1CO0DI1WO0CS0.csv,81403647387.82672,457170818510.39575,287041785440.36383,162425368063.8529,14304418322.478045,77454543562.99802,31788174973.32603,110107216253.18701,30766023765.30082,329134934073.4553,43499990428.29144,67927197992.53901,115656839705.93604,50192014746.37302,89800885271.4308,248498054974.1642
7,timeSeries_CH0SP0SE1WE0BP1RE1CO0DI1WO1CS0.csv,81290873621.7214,456231249013.90265,286514343444.92413,161768080846.88312,14344013078.364199,77397743014.47148,31446774672.65548,109815714694.43193,30805426903.71303,327208802584.3708,39371949429.20577,67740587952.16036,115618462332.99628,49995950600.739494,89589684879.0322,247943964079.388
8,timeSeries_CH0SP0SE1WE1BP1RE0CO0DI0WO0CS0.csv,77393443864.82446,448894381898.162,272392668984.54248,155632602339.23474,13736295037.99664,72768170270.32097,32677707967.374565,103661024422.6253,29077485454.320095,310261670007.87744,37468796860.068886,64486952057.03061,110482934406.23347,47372294538.49895,86802908845.97037,234586789163.02628
9,timeSeries_CH0SP1SE0WE0BP1RE1CO0DI1WO1CS0.csv,80624089114.67328,451987913337.0883,284910531241.86456,160758076261.53195,14166238590.365635,76294316853.8196,31230875841.526367,109119701503.068,30509530121.64446,325125466588.58014,39407390660.15205,66541751175.73722,114095966617.23497,49156282615.15786,88269172765.68954,246167507981.18045
10,timeSeries_CH0SP1SE0WE1BP0RE1CO1DI0WO0CS1.csv,77117451836.51802,441688897339.72125,273008575382.4716,154763434847.6645,13739222743.434364,72506965582.87613,32073514404.1632,103829264345.78146,29112266647.268013,311530240053.4368,41887989823.63929,63758909188.63549,109399172574.63498,47000758041.29236,85689083879.71786,234573125379.11533
11,timeSeries_CH1SP0SE1WE0BP1RE1CO1DI0WO0CS1.csv,81801206310.76778,463507174262.5542,287687993586.2653,163305992381.39273,14377738566.867632,77401412981.18427,33003979878.580067,109800862064.7618,30762598625.38177,327454989186.4264,40300088840.90455,68069534583.79199,116216688027.93947,50341272756.993126,90773310908.44096,248198376921.84897
12,timeSeries_CH1SP0SE0WE0BP1RE1CO0DI0WO1CS1.csv,82043125521.27878,465402397535.0906,288775344739.2451,164114986169.64648,14347547727.90408,78028560715.79953,32489634735.157543,110668367374.18242,30913881143.784218,328943156925.0307,38259740974.5292,68732946819.95998,117370435083.44177,50521259290.52117,90685233380.13683,250000947122.51743
13,timeSeries_CH1SP0SE0WE0BP1RE0CO0DI1WO0CS0.csv,82088308647.68767,470456281560.6667,289885039077.3899,164975354000.1538,14613125271.325365,77550726057.0585,33758600605.75169,110567333212.08792,31057023138.90626,330484047445.9793,40873521856.98338,68332521493.701454,116988326458.6125,50439692307.108116,90676064682.05835,249718255690.08615
14,timeSeries_CH0SP0SE0WE0BP1RE0CO1DI0WO1CS0.csv,82114496257.29126,475270489258.91547,289232276696.92535,165212243772.79126,14598812968.453175,77641374377.92514,34638304865.380554,110169530531.37721,30875328593.33485,329564649001.2567,40396489445.48315,68513625640.60592,117343172569.15292,50282904958.298744,91781188417.35335,249385310151.0869
