,stock_C,stock_E,stock_N,stock_P,stock_S,total_emissions
CH0SP1SE0WE1BP0RE0CO0DI0WO0CS1,107666861.0,1033667.0,9176243.0,20350410.0,1321371.0,1256127741808.7285
CH0SP1SE0WE1BP0RE0CO0DI0WO1CS0,107625804.0,2155790.0,8989805.0,19795363.0,981790.0,1255443630635.9614
CH0SP1SE0WE1BP0RE0CO0DI0WO1CS1,107267025.0,2131636.0,8962240.0,19734852.0,1452799.0,1255994849832.588
CH0SP1SE0WE1BP0RE0CO0DI1WO0CS0,103199278.0,1293110.0,8038155.0,26117758.0,900251.0,1232060051426.479
CH0SP1SE0WE1BP0RE0CO0DI1WO0CS1,103079026.0,1140009.0,8075268.0,25749695.0,1504554.0,1233712786252.0024
CH0SP1SE0WE1BP0RE0CO0DI1WO1CS0,102922284.0,2399859.0,7808329.0,25328764.0,1089316.0,1232554557757.1272
CH0SP1SE0WE1BP0RE0CO1DI0WO0CS0,106124014.0,1185080.0,9102757.0,22201319.0,935382.0,1256765061206.2573
CH0SP1SE0WE1BP0RE0CO1DI0WO0CS1,105913666.0,1079260.0,9152231.0,22055786.0,1347609.0,1257664512934.0383
CH0SP1SE0WE1BP0RE0CO1DI0WO1CS0,105898530.0,2443545.0,9032608.0,21520814.0,653055.0,1254407141419.9595
CH0SP1SE0WE1BP0RE0CO1DI1WO0CS0,101105103.0,1374519.0,8059836.0,28254487.0,754607.0,1226555047572.1821
CH0SP1SE0WE1BP0RE1CO0DI0WO0CS0,104120226.0,1701342.0,8909652.0,23843947.0,973385.0,1236338924276.4749
CH0SP1SE0WE1BP0RE1CO0DI0WO0CS1,103735991.0,1588313.0,8885311.0,23463358.0,1875579.0,1237752823179.3337
CH0SP1SE0WE1BP0RE1CO0DI0WO1CS0,103766197.0,2793291.0,8730199.0,23112072.0,1146793.0,1235587553524.0894
CH0SP1SE0WE1BP0RE1CO0DI0WO1CS1,103478440.0,2757860.0,8683175.0,22772571.0,1856506.0,1237352696068.4045
CH0SP1SE0WE1BP0RE1CO0DI1WO0CS0,98119932.0,1804107.0,7741422.0,30686185.0,1196906.0,1205253585601.566
CH0SP1SE0WE1BP0RE1CO0DI1WO0CS1,97972845.0,1821701.0,7861890.0,30312414.0,1579702.0,1205426292824.6147
CH0SP1SE0WE1BP0RE1CO0DI1WO1CS0,97705091.0,3099939.0,7565245.0,29950864.0,1227413.0,1204034158500.0425
CH0SP1SE0WE1BP0RE1CO1DI0WO0CS0,102131696.0,1890069.0,8817447.0,25656571.0,1052769.0,1236597537641.1914
CH0SP1SE0WE1BP0RE1CO1DI0WO0CS1,101764704.0,1795139.0,8866321.0,25490619.0,1631769.0,1236798165811.7993
CH0SP1SE0WE1BP0RE1CO1DI0WO1CS0,101769169.0,3342343.0,8626311.0,24706560.0,1104169.0,1235378750982.3562
CH0SP1SE0WE1BP0RE1CO1DI1WO0CS0,95550001.0,2001546.0,7745934.0,33053940.0,1197131.0,1197555436884.0342
CH0SP1SE0WE1BP1RE0CO0DI0WO0CS0,107887154.0,960069.0,12569632.0,17523768.0,607929.0,1240757052526.7612
CH0SP1SE0WE1BP1RE0CO0DI0WO0CS1,107795466.0,866396.0,12389331.0,17397310.0,1100049.0,1243221896867.2134
CH0SP1SE0WE1BP1RE0CO0DI0WO1CS0,107624018.0,1903969.0,12287012.0,16910818.0,822735.0,1241458872753.0715
CH0SP1SE0WE1BP1RE0CO0DI0WO1CS1,107476838.0,1839478.0,12134793.0,17035349.0,1062094.0,1242078577605.1992
CH0SP1SE0WE1BP1RE0CO0DI1WO0CS0,103384103.0,1175038.0,10248753.0,23686999.0,1053659.0,1224646115984.6836
CH0SP1SE0WE1BP1RE0CO0DI1WO0CS1,103204434.0,1250238.0,10309463.0,23507617.0,1276800.0,1224191566559.037
CH0SP1SE0WE1BP1RE0CO0DI1WO1CS0,103073747.0,2276451.0,10299471.0,23218508.0,680375.0,1221359777887.5647
CH0SP1SE0WE1BP1RE0CO1DI0WO0CS0,106148731.0,1130306.0,12479351.0,19054364.0,735800.0,1243161638317.1182
CH0SP1SE0WE1BP1RE0CO1DI0WO0CS1,106021278.0,1029528.0,12317630.0,19084659.0,1095457.0,1244568276626.2466
CH0SP1SE0WE1BP1RE0CO1DI0WO1CS0,105818058.0,2465560.0,12202040.0,18287475.0,775419.0,1242119036655.6714
CH0SP1SE0WE1BP1RE0CO1DI1WO0CS0,101107030.0,1309227.0,10297316.0,25810800.0,1024179.0,1218641110554.9026
CH0SP1SE1WE0BP0RE0CO0DI0WO0CS0,107604041.0,1527761.0,9087298.0,20598879.0,730573.0,1399924391361.1782
CH0SP1SE1WE0BP0RE0CO0DI0WO0CS1,107314872.0,1434834.0,8973159.0,20323691.0,1501996.0,1403249403534.7036
CH0SP1SE1WE0BP0RE0CO0DI0WO1CS0,107313324.0,2658530.0,8776654.0,19822977.0,977067.0,1401407450939.9243
CH0SP1SE1WE0BP0RE0CO0DI0WO1CS1,107002867.0,2773847.0,8799959.0,19384038.0,1587841.0,1402392779550.6794
CH0SP1SE1WE0BP0RE0CO0DI1WO0CS0,102828022.0,1702485.0,7898418.0,26053753.0,1065874.0,1370403835243.692
CH0SP1SE1WE0BP0RE0CO0DI1WO0CS1,102666348.0,1698787.0,7889080.0,25893603.0,1400734.0,1371494137552.9788
CH0SP1SE1WE0BP0RE0CO0DI1WO1CS0,102556914.0,3066339.0,7653303.0,25235219.0,1036777.0,1369796219823.7559
CH0SP1SE1WE0BP0RE0CO1DI0WO0CS0,105726599.0,1765253.0,8945641.0,22145327.0,965732.0,1382650155985.1948
CH0SP1SE1WE0BP0RE0CO1DI0WO0CS1,105256911.0,1715735.0,9016799.0,21891911.0,1667196.0,1383187197333.3774
CH0SP1SE1WE0BP0RE0CO1DI0WO1CS0,105354911.0,3288049.0,8665294.0,21527040.0,713258.0,1380197373517.186
CH0SP1SE1WE0BP0RE0CO1DI1WO0CS0,100338112.0,1943647.0,7838731.0,28448889.0,979173.0,1346125342376.7173
CH0SP1SE1WE0BP0RE1CO0DI0WO0CS0,103545958.0,2196694.0,8661827.0,23810924.0,1333149.0,1373891659268.0986
CH0SP1SE1WE0BP0RE1CO0DI0WO0CS1,102928404.0,2133554.0,8602043.0,23454802.0,2429749.0,1376474149086.2505
CH0SP1SE1WE0BP0RE1CO0DI0WO1CS0,103224221.0,3623911.0,8461772.0,23217759.0,1020889.0,1370611418578.8613
CH0SP1SE1WE0BP0RE1CO0DI0WO1CS1,102522010.0,3630960.0,8380582.0,22672278.0,2342722.0,1373611834125.896
CH0SP1SE1WE0BP0RE1CO0DI1WO0CS0,97289226.0,2459360.0,7627406.0,31114769.0,1057791.0,1327928148892.4553
CH0SP1SE1WE0BP0RE1CO0DI1WO0CS1,96995899.0,2367989.0,7671695.0,30128501.0,2384468.0,1333694682052.351
CH0SP1SE1WE0BP0RE1CO0DI1WO1CS0,96838409.0,4010370.0,7366323.0,30001071.0,1332379.0,1327879117156.349
CH0SP1SE1WE0BP0RE1CO1DI0WO0CS0,101392794.0,2489504.0,8628498.0,25768459.0,1269297.0,1353348524313.33
CH0SP1SE1WE0BP0RE1CO1DI0WO0CS1,100660391.0,2471895.0,8723021.0,25097860.0,2595385.0,1355598180175.4346
CH0SP1SE1WE0BP0RE1CO1DI0WO1CS0,101042025.0,4262272.0,8381335.0,24872418.0,990502.0,1350558745347.2612
CH0SP1SE1WE0BP0RE1CO1DI1WO0CS0,94587469.0,2674999.0,7549434.0,33742869.0,993781.0,1303638992467.0737
CH0SP1SE1WE0BP1RE0CO0DI0WO0CS0,107710630.0,1245924.0,12252056.0,17483407.0,856535.0,1387992574118.1724
CH0SP1SE1WE0BP1RE0CO0DI0WO0CS1,107382239.0,1278749.0,12177080.0,17260664.0,1449820.0,1389469157276.275
CH0SP1SE1WE0BP1RE0CO0DI0WO1CS0,107317106.0,2456026.0,12112033.0,16953281.0,710106.0,1385715971349.401
CH0SP1SE1WE0BP1RE0CO0DI0WO1CS1,106913809.0,2391468.0,11775726.0,16920785.0,1546764.0,1388764969061.5771
CH0SP1SE1WE0BP1RE0CO0DI1WO0CS0,102869280.0,1683367.0,10086442.0,23955612.0,953851.0,1360752372571.4707
CH0SP1SE1WE0BP1RE0CO0DI1WO0CS1,102611068.0,1607116.0,9970472.0,23757408.0,1602488.0,1363544358582.2617
CH0SP1SE1WE0BP1RE0CO0DI1WO1CS0,102515764.0,2872578.0,9973708.0,23105517.0,1080985.0,1359715129175.0242
CH0SP1SE1WE0BP1RE0CO1DI0WO0CS0,105779063.0,1641302.0,12390228.0,19087100.0,650859.0,1366596638897.0996
CH0SP1SE1WE0BP1RE0CO1DI0WO0CS1,105372676.0,1554189.0,12147522.0,18865422.0,1608743.0,1370222936177.1592
CH0SP1SE1WE0BP1RE0CO1DI0WO1CS0,105465199.0,2991764.0,12056007.0,18355378.0,680204.0,1366326168747.4146
CH0SP1SE1WE0BP1RE0CO1DI1WO0CS0,100462350.0,1913145.0,10148660.0,26156846.0,867551.0,1336410301801.806
CH0SP1SE1WE0BP1RE1CO0DI0WO0CS0,103635503.0,2038491.0,11980586.0,20674533.0,1219439.0,1359715719962.1807
CH0SP1SE1WE0BP1RE1CO0DI0WO0CS1,103075864.0,1940703.0,11959586.0,20299767.0,2272632.0,1361702993355.8513
CH0SP1SE1WE0BP1RE1CO0DI0WO1CS0,103153442.0,3416640.0,11845671.0,20136724.0,996075.0,1355714424212.8394
CH0SP1SE1WE0BP1RE1CO0DI0WO1CS1,102647978.0,3448484.0,11604824.0,19703999.0,2143267.0,1359864652963.4717
CH0SP1SE1WE0BP1RE1CO0DI1WO0CS0,97229222.0,2378697.0,9727582.0,29000541.0,1212510.0,1319386146992.1128
CH0SP1SE1WE0BP1RE1CO0DI1WO0CS1,97082335.0,2319178.0,9745740.0,28542833.0,1858466.0,1322149247915.5151
CH0SP1SE1WE0BP1RE1CO0DI1WO1CS0,96899448.0,3957530.0,9548642.0,28158244.0,984688.0,1316832831889.279
CH0SP1SE1WE0BP1RE1CO1DI0WO0CS0,101596685.0,2366103.0,12078681.0,22406282.0,1100801.0,1339231861322.2368
CH0SP1SE1WE0BP1RE1CO1DI0WO0CS1,100939338.0,2203803.0,11797629.0,22097568.0,2510214.0,1343932632347.882
CH0SP1SE1WE0BP1RE1CO1DI0WO1CS0,101140221.0,4157177.0,11813072.0,21528136.0,909946.0,1336499713248.877
CH0SP1SE1WE0BP1RE1CO1DI1WO0CS0,94667200.0,2597274.0,9803253.0,31499428.0,981397.0,1294597195810.2617
CH0SP1SE1WE1BP0RE0CO0DI0WO0CS0,107863995.0,1405773.0,9024768.0,20514197.0,739819.0,1255747619082.069
CH0SP1SE1WE1BP0RE0CO0DI0WO0CS1,107714637.0,1292820.0,9078449.0,20184672.0,1277974.0,1257342414208.666
CH0SP1SE1WE1BP0RE0CO0DI0WO1CS0,107526097.0,2670827.0,8825964.0,19703429.0,822235.0,1255344823968.5989
CH0SP1SE1WE1BP0RE0CO0DI0WO1CS1,107481978.0,2516040.0,8686772.0,19772746.0,1091016.0,1256478614009.7302
CH0SP1SE1WE1BP0RE0CO0DI1WO0CS0,103166715.0,1618258.0,7934064.0,25762520.0,1066995.0,1233180745801.227
CH0SP1SE1WE1BP0RE0CO0DI1WO0CS1,103118236.0,1567169.0,7893293.0,25833753.0,1136101.0,1233429628296.1902
CH0SP1SE1WE1BP0RE0CO0DI1WO1CS0,102975457.0,2992681.0,7664097.0,25327010.0,589307.0,1231280614905.579
CH0SP1SE1WE1BP0RE0CO1DI0WO0CS0,106124182.0,1648316.0,9016884.0,21845900.0,913270.0,1257695080924.273
CH0SP1SE1WE1BP0RE0CO1DI0WO0CS1,105968261.0,1577745.0,9063063.0,21672546.0,1266937.0,1258208799717.8755
CH0SP1SE1WE1BP0RE0CO1DI0WO1CS0,105706559.0,3171868.0,8707047.0,21233810.0,729268.0,1255840351820.0598
CH0SP1SE1WE1BP0RE0CO1DI1WO0CS0,100893567.0,1815360.0,7940254.0,28005425.0,893946.0,1226696537746.9717
CH0SP1SE1WE1BP0RE1CO0DI0WO0CS0,104041659.0,2044281.0,8734399.0,23626125.0,1102088.0,1237483273433.4917
CH0SP1SE1WE1BP0RE1CO0DI0WO0CS1,103736200.0,1934746.0,8651833.0,23453147.0,1772626.0,1238848360603.7097
CH0SP1SE1WE1BP0RE1CO0DI0WO1CS0,103773322.0,3266425.0,8507383.0,22963927.0,1037495.0,1236152325615.46
CH0SP1SE1WE1BP0RE1CO0DI0WO1CS1,103478443.0,3287947.0,8421234.0,22696255.0,1664673.0,1237709108972.4265
CH0SP1SE1WE1BP0RE1CO0DI1WO0CS0,98064893.0,2207328.0,7654953.0,30646962.0,974416.0,1204577699970.1987
CH0SP1SE1WE1BP0RE1CO0DI1WO0CS1,97948787.0,2221438.0,7623663.0,30144208.0,1610456.0,1207048860184.4207
CH0SP1SE1WE1BP0RE1CO0DI1WO1CS0,97771645.0,3547353.0,7428017.0,29625776.0,1175761.0,1204715619190.9336
CH0SP1SE1WE1BP0RE1CO1DI0WO0CS0,102169795.0,2294650.0,8703145.0,25503559.0,877403.0,1236883470887.9844
CH0SP1SE1WE1BP0RE1CO1DI0WO0CS1,101621292.0,2147392.0,8721283.0,25006568.0,2052017.0,1238767366470.4685
CH0SP1SE1WE1BP0RE1CO1DI0WO1CS0,101763129.0,3878198.0,8449973.0,24441519.0,1015733.0,1235851745238.5718
CH0SP1SE1WE1BP0RE1CO1DI1WO0CS0,95650634.0,2403100.0,7595672.0,32560123.0,1339023.0,1199548240455.7124
CH0SP1SE1WE1BP1RE0CO0DI0WO0CS0,107844171.0,1215560.0,12442431.0,17262768.0,783622.0,1242034803078.1748
CH0SP1SE1WE1BP1RE0CO0DI0WO0CS1,107696636.0,1158341.0,12185541.0,17285794.0,1222240.0,1244006678799.8984
CH0SP1SE1WE1BP1RE0CO0DI0WO1CS0,107604253.0,2525336.0,12208285.0,16618077.0,592601.0,1240911652632.2705
CH0SP1SE1WE1BP1RE0CO0DI0WO1CS1,107421069.0,2391052.0,11934425.0,16709878.0,1092128.0,1242795796918.084
CH0SP1SE1WE1BP1RE0CO0DI1WO0CS0,103339425.0,1601702.0,10270745.0,23654210.0,682470.0,1223109681582.5144
CH0SP1SE1WE1BP1RE0CO0DI1WO0CS1,103247980.0,1467299.0,10237494.0,23503264.0,1092515.0,1224238822390.8372
CH0SP1SE1WE1BP1RE0CO0DI1WO1CS0,103002017.0,2781627.0,9902706.0,23014957.0,847245.0,1223250532942.022
CH0SP1SE1WE1BP1RE0CO1DI0WO0CS0,106135335.0,1481867.0,12570635.0,18733530.0,627185.0,1242506677857.428
CH0SP1SE1WE1BP1RE0CO1DI0WO0CS1,105918820.0,1414698.0,12282307.0,18805458.0,1127269.0,1244207185090.1218
CH0SP1SE1WE1BP1RE0CO1DI0WO1CS0,105803477.0,2890163.0,12159952.0,18007086.0,687874.0,1242318862082.6719
CH0SP1SE1WE1BP1RE0CO1DI1WO0CS0,101078897.0,1755863.0,10158440.0,25397159.0,1158193.0,1220433876564.5906
CH1SP0SE0WE0BP0RE0CO0DI0WO0CS0,109684021.0,2853486.0,12740258.0,13177759.0,1093028.0,1406235563767.8418
CH1SP0SE0WE0BP0RE0CO0DI0WO0CS1,109444908.0,2781153.0,12624951.0,13247107.0,1450433.0,1407096981597.2788
CH1SP0SE0WE0BP0RE0CO0DI0WO1CS0,108563998.0,5375548.0,12040595.0,12459499.0,1108912.0,1401986665494.7043
CH1SP0SE0WE0BP0RE0CO0DI0WO1CS1,108205297.0,5166076.0,12001494.0,12281959.0,1893726.0,1403982691855.599
CH1SP0SE0WE0BP0RE0CO0DI1WO0CS0,105493885.0,3756487.0,11656053.0,17614903.0,1027224.0,1379914270493.9182
CH1SP0SE0WE0BP0RE0CO0DI1WO0CS1,105208279.0,3634201.0,11612520.0,17334276.0,1759276.0,1382817284995.1025
CH1SP0SE0WE0BP0RE0CO0DI1WO1CS0,104276413.0,6811940.0,10879794.0,16420280.0,1160125.0,1376473669569.4548
CH1SP0SE0WE0BP0RE0CO1DI0WO0CS0,107642391.0,3943618.0,12764362.0,14090937.0,1107244.0,1387175499576.142
CH1SP0SE0WE0BP0RE0CO1DI0WO0CS1,107322080.0,3622854.0,12782517.0,13983461.0,1837640.0,1388430865313.8523
CH1SP0SE0WE0BP0RE0CO1DI0WO1CS0,106171956.0,7273805.0,11879312.0,13115807.0,1107672.0,1380910450598.1128
CH1SP0SE0WE0BP0RE0CO1DI1WO0CS0,103014218.0,5026544.0,11555514.0,18968245.0,984031.0,1357837454579.1885
CH1SP0SE0WE0BP0RE1CO0DI0WO0CS0,105374509.0,4898639.0,12365851.0,15526128.0,1383425.0,1377572702391.7373
CH1SP0SE0WE0BP0RE1CO0DI0WO0CS1,104935102.0,4460944.0,12299395.0,15213439.0,2639672.0,1381821397023.9177
CH1SP0SE0WE0BP0RE1CO0DI0WO1CS0,104046818.0,8059682.0,11693076.0,14508323.0,1240653.0,1370581631987.4907
CH1SP0SE0WE0BP0RE1CO0DI0WO1CS1,103682912.0,7778140.0,11559651.0,14249184.0,2278665.0,1374251325369.4905
CH1SP0SE0WE0BP0RE1CO0DI1WO0CS0,99977673.0,5968613.0,11228364.0,21270055.0,1103847.0,1341012231738.099
CH1SP0SE0WE0BP0RE1CO0DI1WO0CS1,99840011.0,5462658.0,11191578.0,20752227.0,2302078.0,1346573835177.0674
CH1SP0SE0WE0BP0RE1CO0DI1WO1CS0,98844368.0,9606526.0,10461558.0,19443521.0,1192579.0,1337423360186.3433
CH1SP0SE0WE0BP0RE1CO1DI0WO0CS0,103310158.0,6002182.0,12411125.0,16508103.0,1316984.0,1358781010350.496
CH1SP0SE0WE0BP0RE1CO1DI0WO0CS1,102754071.0,5588239.0,12331180.0,16358548.0,2516514.0,1362001980472.1914
CH1SP0SE0WE0BP0RE1CO1DI0WO1CS0,101617824.0,9966259.0,11522257.0,14965289.0,1476923.0,1351893711798.9219
CH1SP0SE0WE0BP0RE1CO1DI1WO0CS0,97478629.0,6765801.0,11239568.0,22671460.0,1393094.0,1321287393376.9683
CH1SP0SE0WE0BP1RE0CO0DI0WO0CS0,109483476.0,2317040.0,16137093.0,10937249.0,673694.0,1387716369232.085
CH1SP0SE0WE0BP1RE0CO0DI0WO0CS1,109199534.0,2095351.0,15839639.0,10866395.0,1547633.0,1391358853085.0757
CH1SP0SE0WE0BP1RE0CO0DI0WO1CS0,108336378.0,4654288.0,15414628.0,10368462.0,774796.0,1383444770342.379
CH1SP0SE0WE0BP1RE0CO0DI0WO1CS1,108135124.0,4442532.0,15377523.0,10390019.0,1203354.0,1384362467427.7827
CH1SP0SE0WE0BP1RE0CO0DI1WO0CS0,105574944.0,3411501.0,14164906.0,15492194.0,905007.0,1369490774753.9414
CH1SP0SE0WE0BP1RE0CO0DI1WO0CS1,105371892.0,3285443.0,14095936.0,15223909.0,1571372.0,1371555037311.1646
CH1SP0SE0WE0BP1RE0CO0DI1WO1CS0,104356032.0,6289534.0,13523065.0,14597536.0,782385.0,1363166694600.9836
CH1SP0SE0WE0BP1RE0CO1DI0WO0CS0,107693827.0,3207564.0,16281112.0,11688457.0,677592.0,1369147700582.8552
CH1SP0SE0WE0BP1RE0CO1DI0WO0CS1,107234024.0,3075510.0,16076664.0,11635602.0,1526752.0,1371726534038.7114
CH1SP0SE0WE0BP1RE0CO1DI0WO1CS0,106084744.0,6359853.0,15234190.0,11130467.0,739298.0,1363267914846.301
CH1SP0SE0WE0BP1RE0CO1DI1WO0CS0,103193078.0,4548795.0,14281423.0,16719430.0,805826.0,1346365230785.173
CH1SP0SE0WE0BP1RE1CO0DI0WO0CS0,105340727.0,4484900.0,16018231.0,12717059.0,987635.0,1359140744396.4224
CH1SP0SE0WE0BP1RE1CO0DI0WO0CS1,104906189.0,4013503.0,15804928.0,12701898.0,2122034.0,1362932103345.835
CH1SP0SE0WE0BP1RE1CO0DI0WO1CS0,104109825.0,7211285.0,15205171.0,12118496.0,903775.0,1353809060010.0103
CH1SP0SE0WE0BP1RE1CO0DI0WO1CS1,103695297.0,7146990.0,15074885.0,11806652.0,1824728.0,1356220113791.0698
CH1SP0SE0WE0BP1RE1CO0DI1WO0CS0,100203516.0,5455692.0,13636493.0,18992418.0,1260433.0,1332804231045.3374
CH1SP0SE0WE0BP1RE1CO0DI1WO0CS1,99932987.0,5050903.0,13600651.0,18760726.0,2203285.0,1335780290351.5283
CH1SP0SE0WE0BP1RE1CO0DI1WO1CS0,98825872.0,9220956.0,12872049.0,17475167.0,1154508.0,1326096882490.624
CH1SP0SE0WE0BP1RE1CO1DI0WO0CS0,103376686.0,5379274.0,16065488.0,13680994.0,1046110.0,1341868255301.7085
CH1SP0SE0WE0BP1RE1CO1DI0WO0CS1,102903364.0,4953979.0,15922667.0,13512235.0,2256307.0,1345780217662.448
CH1SP0SE0WE0BP1RE1CO1DI0WO1CS0,101676211.0,9413688.0,15132442.0,12636184.0,690027.0,1332682394062.2585
CH1SP0SE0WE0BP1RE1CO1DI1WO0CS0,97594742.0,6391928.0,13656707.0,20705443.0,1199732.0,1310224214012.775
CH1SP0SE0WE1BP0RE0CO0DI0WO0CS0,109950940.0,2581797.0,12740966.0,13180136.0,1094713.0,1258257872385.0723
CH1SP0SE0WE1BP0RE0CO0DI0WO0CS1,109887650.0,2260269.0,12805931.0,13112752.0,1481950.0,1258618625915.1382
CH1SP0SE0WE1BP0RE0CO0DI0WO1CS0,108991102.0,4915656.0,12137398.0,12495949.0,1008447.0,1254408928317.514
CH1SP0SE0WE1BP0RE0CO0DI0WO1CS1,108776812.0,4730114.0,12162204.0,12323857.0,1555565.0,1255057738685.625
CH1SP0SE0WE1BP0RE0CO0DI1WO0CS0,105862878.0,3638813.0,11604840.0,17399015.0,1043006.0,1238733330939.3633
CH1SP0SE0WE1BP0RE0CO0DI1WO0CS1,105870387.0,3260419.0,11677899.0,17292759.0,1447088.0,1240278108468.102
CH1SP0SE0WE1BP0RE0CO0DI1WO1CS0,104834560.0,6469626.0,10968185.0,16131385.0,1144796.0,1236028700826.197
CH1SP0SE0WE1BP0RE0CO1DI0WO0CS0,108223121.0,3350147.0,12918158.0,14137621.0,919505.0,1261786666449.0703
CH1SP0SE0WE1BP0RE0CO1DI0WO0CS1,108032426.0,3115194.0,12902852.0,13943874.0,1554206.0,1262760255572.6235
CH1SP0SE0WE1BP0RE0CO1DI0WO1CS0,106852333.0,6438717.0,12039354.0,13265021.0,953127.0,1256242231385.1565
CH1SP0SE0WE1BP0RE0CO1DI1WO0CS0,103867596.0,4279303.0,11725177.0,18908138.0,768338.0,1238020771060.5698
CH1SP0SE0WE1BP0RE1CO0DI0WO0CS0,105976027.0,4371856.0,12469881.0,15304792.0,1425996.0,1239184243561.3286
CH1SP0SE0WE1BP0RE1CO0DI0WO0CS1,105909896.0,3786108.0,12495849.0,15221380.0,2135319.0,1241445150857.6143
CH1SP0SE0WE1BP0RE1CO0DI0WO1CS0,104896228.0,7088326.0,11815561.0,14481395.0,1267042.0,1234405984571.4683
CH1SP0SE0WE1BP0RE1CO0DI0WO1CS1,104629840.0,6939420.0,11780118.0,14171771.0,2027403.0,1235977153726.3413
CH1SP0SE0WE1BP0RE1CO0DI1WO0CS0,101040514.0,5139102.0,11292420.0,20790732.0,1285784.0,1214282870738.9084
CH1SP0SE0WE1BP0RE1CO0DI1WO0CS1,100875120.0,4820989.0,11245931.0,20805438.0,1801074.0,1215324022408.3247
CH1SP0SE0WE1BP0RE1CO0DI1WO1CS0,99858661.0,8555201.0,10615915.0,19105040.0,1413735.0,1210374542064.3342
CH1SP0SE0WE1BP0RE1CO1DI0WO0CS0,104095979.0,5233953.0,12448506.0,16641696.0,1128418.0,1242659640068.1404
CH1SP0SE0WE1BP0RE1CO1DI0WO0CS1,103899351.0,4850796.0,12468942.0,16338343.0,1991120.0,1245329653855.2285
CH1SP0SE0WE1BP0RE1CO1DI0WO1CS0,102582029.0,9021649.0,11633291.0,15220390.0,1091193.0,1235430311696.1064
CH1SP0SE0WE1BP0RE1CO1DI1WO0CS0,98515414.0,5959315.0,11344025.0,22395409.0,1334389.0,1212125196575.2617
CH1SP0SE0WE1BP1RE0CO0DI0WO0CS0,109835393.0,2042757.0,16247774.0,10729550.0,693078.0,1240849801134.105
CH1SP0SE0WE1BP1RE0CO0DI0WO0CS1,109738050.0,1716859.0,15938207.0,10720346.0,1435090.0,1244149090532.7075
CH1SP0SE0WE1BP1RE0CO0DI0WO1CS0,108668828.0,4238623.0,15437243.0,10376232.0,827626.0,1237790934459.3115
CH1SP0SE0WE1BP1RE0CO0DI0WO1CS1,108615878.0,4151218.0,15465491.0,10316073.0,999892.0,1237989662749.669
CH1SP0SE0WE1BP1RE0CO0DI1WO0CS0,106067452.0,3009820.0,14300209.0,15300872.0,870199.0,1227972587826.338
CH1SP0SE0WE1BP1RE0CO0DI1WO0CS1,105997804.0,2832847.0,14224785.0,15262317.0,1230799.0,1229062449339.1094
CH1SP0SE0WE1BP1RE0CO0DI1WO1CS0,104946645.0,5740975.0,13421008.0,14417795.0,1022129.0,1225523162657.4565
CH1SP0SE0WE1BP1RE0CO1DI0WO0CS0,108091159.0,2682619.0,16346717.0,11666185.0,761872.0,1246138418001.974
CH1SP0SE0WE1BP1RE0CO1DI0WO0CS1,107932401.0,2521642.0,16011576.0,11599554.0,1483379.0,1249072413579.8726
CH1SP0SE0WE1BP1RE0CO1DI0WO1CS0,106723344.0,5630172.0,15537360.0,10924260.0,733416.0,1240349226887.545
CH1SP0SE0WE1BP1RE0CO1DI1WO0CS0,103994245.0,3946965.0,14300708.0,16617649.0,688985.0,1228364518482.4421
CH1SP0SE1WE0BP0RE0CO0DI0WO0CS0,109397139.0,3737436.0,12311335.0,13000779.0,1101863.0,1406983215454.67
CH1SP0SE1WE0BP0RE0CO0DI0WO0CS1,109200002.0,3196617.0,12372040.0,12948406.0,1831487.0,1409187316258.7817
CH1SP0SE1WE0BP0RE0CO0DI0WO1CS0,108422599.0,6269536.0,11625304.0,12251018.0,980095.0,1402783357471.6602
CH1SP0SE1WE0BP0RE0CO0DI0WO1CS1,108194811.0,5802229.0,11644785.0,12163879.0,1742848.0,1404937872825.4653
CH1SP0SE1WE0BP0RE0CO0DI1WO0CS0,105322537.0,4681191.0,11253686.0,17251881.0,1039257.0,1382222272704.8843
CH1SP0SE1WE0BP0RE0CO0DI1WO0CS1,105153845.0,4495759.0,11282891.0,16943184.0,1672873.0,1383892672588.1987
CH1SP0SE1WE0BP0RE0CO0DI1WO1CS0,104211492.0,7855370.0,10474876.0,16045103.0,961711.0,1377073462978.452
CH1SP0SE1WE0BP0RE0CO1DI0WO0CS0,107494103.0,4793713.0,12354926.0,13782119.0,1123691.0,1388780045572.7666
CH1SP0SE1WE0BP0RE0CO1DI0WO0CS1,107131405.0,4548411.0,12349937.0,13857743.0,1661056.0,1388994132488.001
CH1SP0SE1WE0BP0RE0CO1DI0WO1CS0,106028464.0,8123445.0,11429742.0,12977710.0,989191.0,1381554938057.9805
CH1SP0SE1WE0BP0RE0CO1DI1WO0CS0,103006290.0,5676639.0,11237309.0,18465072.0,1163242.0,1361250695746.8892
CH1SP0SE1WE0BP0RE1CO0DI0WO0CS0,105237672.0,5838809.0,11954999.0,15261395.0,1255677.0,1378647108548.9421
CH1SP0SE1WE0BP0RE1CO0DI0WO0CS1,104664853.0,5543831.0,11945809.0,14742251.0,2651808.0,1382075742142.1108
CH1SP0SE1WE0BP0RE1CO0DI0WO1CS0,103944236.0,8953636.0,11251864.0,14317363.0,1081453.0,1371421990020.6099
CH1SP0SE1WE0BP0RE1CO0DI0WO1CS1,103520742.0,8653387.0,11195396.0,13845158.0,2333869.0,1375001239876.4585
