scenario,total_emissions
CH0SP1SE0WE0BP0RE1CO1DI1WO0CS0,2332716471160.5825
CH0SP1SE0WE1BP0RE0CO0DI1WO1CS0,2263003289477.339
CH1SP0SE0WE0BP0RE0CO0DI1WO1CS0,2406925874148.761
CH0SP1SE0WE0BP0RE1CO0DI0WO0CS1,2406733478337.528
CH1SP1SE0WE0BP1RE1CO0DI1WO0CS1,2350650776328.2583
CH0SP1SE1WE0BP0RE1CO0DI0WO0CS0,2407186339348.2734
CH1SP0SE1WE0BP1RE0CO0DI0WO1CS1,2420091710770.545
CH0SP0SE0WE0BP0RE1CO0DI1WO0CS1,2379795490467.4146
CH0SP1SE0WE0BP0RE0CO1DI0WO0CS0,2414907718661.6416
CH1SP1SE0WE0BP1RE0CO0DI0WO1CS0,2413648596050.6387
CH0SP1SE0WE0BP1RE0CO0DI1WO0CS1,2390878759953.8257
CH0SP0SE1WE1BP0RE0CO1DI1WO0CS0,2273814999166.489
CH1SP0SE1WE1BP0RE1CO0DI0WO0CS1,2273849291154.0728
CH0SP1SE1WE0BP0RE0CO0DI1WO1CS0,2400175014932.6475
CH0SP1SE1WE0BP0RE0CO0DI0WO0CS1,2436332435740.2266
CH0SP1SE0WE1BP0RE0CO0DI0WO0CS1,2287855892440.044
CH0SP1SE1WE1BP1RE0CO0DI0WO1CS1,2275498501182.9795
CH0SP0SE1WE0BP1RE0CO0DI0WO0CS0,2421685709086.8994
CH0SP1SE0WE1BP0RE1CO0DI1WO1CS0,2234478391816.4854
CH1SP0SE1WE1BP1RE0CO0DI0WO1CS0,2271860572544.6567
CH0SP1SE1WE1BP0RE1CO1DI0WO0CS0,2270220337738.541
CH0SP0SE0WE0BP1RE0CO1DI0WO0CS1,2410482677795.11
CH1SP0SE1WE0BP0RE1CO0DI0WO1CS0,2404083771219.7896
CH1SP0SE1WE0BP0RE1CO1DI0WO1CS0,2386752066312.663
CH0SP0SE0WE0BP0RE1CO0DI0WO0CS0,2415481427078.3467
CH1SP0SE0WE1BP1RE0CO0DI1WO1CS0,2256233930658.524
CH0SP1SE0WE0BP1RE1CO1DI0WO0CS0,2366857563752.534
CH0SP1SE1WE0BP1RE0CO1DI0WO1CS0,2399239155182.5186
CH0SP1SE1WE0BP1RE0CO0DI0WO0CS0,2420950021450.8325
CH0SP0SE1WE0BP0RE1CO1DI0WO0CS0,2400195663550.5723
CH0SP0SE1WE1BP0RE1CO0DI0WO0CS0,2277291648804.678
CH0SP1SE0WE0BP1RE0CO0DI0WO0CS0,2418995012363.914
CH0SP1SE0WE1BP1RE0CO1DI0WO1CS0,2274934810855.509
CH0SP1SE0WE0BP0RE0CO1DI0WO1CS0,2411545529493.7573
CH0SP0SE0WE1BP1RE0CO0DI1WO0CS0,2261561643313.375
CH1SP0SE0WE0BP0RE0CO0DI1WO0CS1,2412877627217.284
CH0SP0SE0WE1BP0RE0CO0DI0WO0CS0,2293194952078.3086
CH0SP1SE0WE0BP0RE1CO0DI1WO1CS0,2355258037316.1045
CH0SP1SE1WE0BP0RE1CO0DI1WO0CS0,2358704946730.964
CH0SP0SE0WE1BP1RE0CO1DI1WO0CS0,2261235689909.877
CH0SP0SE0WE1BP1RE0CO0DI0WO0CS0,2275013845097.6074
CH0SP0SE1WE1BP0RE1CO0DI0WO1CS0,2275769544969.2725
CH1SP0SE0WE1BP1RE0CO0DI1WO0CS1,2258844105500.092
CH0SP0SE0WE1BP0RE0CO1DI0WO1CS0,2296432892210.174
CH1SP0SE0WE0BP1RE0CO1DI0WO0CS1,2404543995339.834
CH0SP0SE1WE0BP1RE0CO1DI0WO1CS0,2405426300615.1943
CH0SP0SE1WE0BP0RE0CO0DI1WO0CS1,2417337295410.883
CH0SP0SE0WE0BP1RE0CO0DI1WO0CS0,2403389822251.075
CH0SP1SE1WE0BP0RE0CO0DI0WO1CS0,2434120628664.4395
CH1SP0SE1WE1BP0RE1CO0DI0WO1CS1,2269655844526.5522
CH0SP0SE0WE0BP0RE1CO0DI0WO1CS1,2418369707861.982
CH0SP1SE1WE1BP1RE0CO0DI0WO1CS0,2274032060023.9536
CH1SP0SE1WE0BP1RE0CO1DI0WO1CS0,2397168976584.002
CH0SP1SE1WE1BP0RE0CO0DI1WO0CS1,2263655621943.0444
CH0SP0SE0WE0BP0RE0CO0DI1WO1CS0,2413696121188.299
CH0SP1SE1WE1BP0RE0CO1DI0WO0CS1,2291316115913.421
CH0SP0SE1WE1BP1RE0CO1DI0WO1CS0,2279489967423.249
CH0SP0SE1WE0BP0RE0CO1DI0WO0CS1,2427401657970.7393
CH0SP1SE1WE1BP0RE1CO0DI0WO1CS1,2270854311243.6826
CH1SP0SE1WE1BP0RE0CO0DI1WO0CS0,2268975987797.8066
CH0SP0SE1WE1BP0RE0CO0DI1WO0CS0,2272506826883.8174
CH0SP1SE0WE0BP0RE0CO0DI0WO1CS0,2434582112226.394
CH1SP0SE1WE1BP1RE0CO1DI0WO0CS1,2280014542343.458
CH1SP0SE0WE1BP0RE1CO0DI0WO1CS1,2268440845254.5063
CH1SP1SE0WE1BP0RE0CO0DI0WO1CS0,2283159830846.2695
CH0SP0SE0WE0BP0RE1CO1DI1WO0CS0,2351125483027.6655
CH1SP0SE1WE0BP0RE1CO1DI0WO0CS1,2398243268272.5156
CH0SP1SE0WE0BP1RE1CO0DI0WO0CS1,2395044752079.1978
CH0SP1SE1WE0BP1RE1CO1DI0WO1CS0,2369235164130.843
CH0SP0SE1WE0BP1RE1CO0DI0WO1CS1,2402081311154.0854
CH0SP0SE1WE1BP1RE0CO1DI0WO0CS1,2282529284568.077
CH1SP0SE0WE0BP0RE1CO0DI1WO0CS1,2377024490777.8086
CH1SP1SE0WE0BP1RE1CO0DI1WO1CS0,2342688544294.53
CH0SP1SE1WE1BP1RE0CO1DI0WO0CS0,2274574789441.305
CH1SP1SE0WE0BP0RE1CO0DI0WO1CS0,2394981050212.6953
CH1SP1SE0WE0BP0RE1CO0DI0WO1CS1,2396107163324.4443
CH0SP0SE1WE1BP0RE1CO0DI1WO1CS0,2248645894222.3877
CH0SP1SE0WE0BP1RE0CO0DI0WO1CS1,2419459060894.1304
CH1SP0SE1WE0BP0RE0CO0DI1WO0CS0,2412426296550.6353
CH1SP1SE0WE0BP1RE1CO1DI0WO1CS0,2359233862415.288
CH1SP1SE0WE0BP1RE0CO1DI0WO0CS0,2397832142179.2334
CH1SP0SE1WE0BP0RE1CO0DI0WO0CS1,2414758097415.4507
CH0SP1SE0WE1BP1RE0CO0DI0WO0CS0,2273301134762.248
CH1SP0SE1WE0BP1RE0CO1DI0WO0CS1,2406133553670.124
CH1SP0SE1WE0BP0RE0CO0DI0WO1CS1,2437749814396.321
CH0SP1SE1WE0BP0RE0CO1DI0WO1CS0,2413234887023.37
CH0SP1SE0WE0BP0RE1CO0DI1WO0CS0,2357744364726.475
CH1SP0SE0WE0BP1RE0CO0DI0WO1CS0,2415831249515.2236
CH1SP1SE0WE0BP1RE0CO0DI1WO0CS1,2389954640906.7104
CH0SP1SE0WE0BP0RE1CO0DI0WO1CS1,2404948943283.12
CH0SP1SE0WE1BP1RE0CO0DI0WO1CS0,2274317512966.069
CH1SP1SE0WE0BP1RE1CO0DI0WO0CS1,2390412136086.003
CH0SP0SE0WE0BP0RE0CO1DI0WO0CS0,2424803007162.1587
CH0SP0SE0WE1BP1RE0CO1DI0WO0CS0,2282347877085.055
CH0SP0SE0WE1BP1RE0CO0DI0WO1CS0,2275196212271.958
CH0SP1SE1WE0BP1RE0CO0DI0WO0CS1,2422139030921.461
CH1SP0SE0WE0BP0RE0CO1DI0WO1CS0,2413905772156.129
CH1SP1SE0WE1BP0RE0CO1DI0WO1CS0,2283228921609.7485
CH0SP1SE0WE0BP0RE0CO0DI1WO1CS0,2397931861332.83
CH1SP0SE0WE0BP1RE1CO0DI0WO0CS0,2391771160650.156
CH1SP1SE0WE0BP0RE1CO1DI1WO0CS0,2332782967089.3594
CH1SP0SE0WE1BP0RE0CO0DI0WO0CS1,2291196992675.336
CH0SP0SE0WE0BP0RE1CO1DI0WO0CS0,2398588211412.4385
CH0SP1SE1WE1BP0RE0CO0DI0WO0CS0,2288460267978.2695
CH1SP0SE1WE0BP0RE1CO0DI0WO0CS0,2411863452167.2725
CH1SP1SE0WE0BP0RE0CO0DI1WO0CS0,2393775637794.2646
CH0SP1SE1WE1BP1RE0CO1DI0WO1CS0,2275015250183.1963
CH0SP1SE1WE1BP1RE0CO0DI1WO0CS0,2253644941366.1797
CH0SP0SE0WE1BP0RE1CO1DI0WO0CS0,2281173229822.5234
CH0SP1SE0WE0BP1RE1CO0DI0WO1CS1,2392561443286.1353
CH0SP1SE0WE1BP0RE1CO0DI0WO0CS1,2270153996839.207
CH0SP0SE0WE0BP1RE0CO0DI0WO1CS0,2420632467631.5312
CH1SP0SE1WE1BP0RE0CO1DI0WO0CS0,2294640340124.092
CH1SP0SE1WE0BP0RE1CO1DI0WO0CS0,2392615320229.1006
CH0SP1SE0WE1BP0RE1CO0DI0WO0CS0,2269420371156.6523
CH1SP0SE0WE1BP1RE0CO0DI0WO1CS1,2270269200657.038
CH0SP0SE0WE1BP0RE0CO1DI0WO0CS1,2297855837465.923
CH0SP0SE0WE1BP0RE1CO1DI1WO0CS0,2245632150448.47
CH0SP0SE0WE1BP0RE1CO0DI0WO0CS0,2275891626150.7456
CH0SP0SE1WE0BP1RE1CO1DI0WO0CS0,2382897607504.461
CH1SP0SE0WE1BP1RE0CO0DI0WO1CS0,2270079012163.8306
CH0SP0SE1WE1BP0RE1CO1DI1WO0CS0,2244323594488.056
CH0SP0SE0WE1BP1RE0CO0DI0WO1CS1,2277506898838.88
CH0SP1SE1WE1BP1RE0CO1DI0WO0CS1,2276454098606.874
CH1SP1SE0WE1BP1RE0CO0DI0WO0CS1,2274599234037.368
CH0SP0SE1WE1BP0RE1CO0DI0WO0CS1,2279784289581.557
CH0SP0SE0WE0BP1RE0CO1DI1WO0CS0,2383140728213.634
CH1SP1SE0WE0BP1RE0CO0DI0WO0CS0,2417172894060.711
CH1SP0SE0WE0BP1RE0CO0DI0WO1CS1,2416499166127.4453
CH1SP0SE0WE1BP0RE0CO1DI1WO0CS0,2268494950170.4844
CH0SP0SE1WE1BP0RE0CO0DI1WO0CS1,2274582679358.6885
CH0SP1SE1WE0BP1RE1CO0DI0WO0CS1,2394333289948.378
CH1SP0SE0WE0BP1RE1CO1DI0WO1CS0,2366037502045.7783
CH1SP0SE0WE0BP0RE1CO1DI0WO1CS0,2383980838023.2935
CH0SP0SE0WE1BP0RE0CO1DI1WO0CS0,2273361055346.49
CH0SP0SE1WE0BP0RE0CO0DI1WO1CS0,2415806686901.509
CH1SP0SE0WE1BP1RE0CO1DI0WO1CS0,2273004902038.0312
CH0SP0SE1WE0BP0RE1CO0DI1WO1CS0,2377565184851.7466
CH1SP1SE0WE1BP1RE0CO0DI0WO1CS0,2270420504384.485
CH1SP1SE0WE0BP1RE0CO0DI1WO0CS0,2387767256653.6006
CH0SP1SE0WE1BP1RE0CO0DI1WO1CS0,2251631740024.8457
CH1SP0SE0WE1BP0RE1CO0DI0WO0CS1,2273805611651.909
CH1SP0SE1WE1BP0RE0CO0DI1WO0CS1,2272508467681.7305
CH0SP0SE1WE0BP0RE0CO1DI0WO0CS0,2424093410439.301
CH1SP0SE1WE0BP1RE0CO0DI0WO0CS1,2425043913689.9697
CH0SP1SE0WE0BP1RE0CO1DI0WO0CS0,2398164860393.13
CH0SP0SE0WE1BP0RE1CO0DI0WO1CS1,2274784706933.2954
CH1SP0SE0WE1BP0RE0CO1DI0WO0CS0,2294731027659.754
CH0SP1SE1WE1BP0RE0CO0DI1WO0CS0,2263143962720.53
CH1SP0SE0WE0BP1RE1CO1DI1WO0CS0,2340434767344.1694
CH1SP0SE0WE1BP0RE0CO0DI0WO1CS1,2287504594022.831
CH1SP1SE0WE0BP1RE1CO0DI0WO1CS1,2383186208085.0684
CH0SP0SE0WE0BP0RE0CO1DI0WO1CS0,2422366048106.873
CH1SP0SE1WE1BP0RE0CO0DI0WO1CS0,2288380284349.4067
CH0SP1SE1WE0BP1RE0CO0DI1WO0CS0,2390989310295.5137
CH0SP1SE0WE1BP0RE1CO0DI1WO0CS1,2235030385016.0796
CH1SP0SE0WE1BP0RE1CO0DI1WO0CS1,2245607132782.5264
CH0SP0SE0WE0BP0RE0CO1DI1WO0CS0,2393208741893.717
CH0SP0SE1WE1BP0RE0CO1DI0WO1CS0,2298629712642.162
CH0SP0SE1WE0BP0RE1CO0DI1WO0CS1,2381262439535.679
CH1SP0SE1WE0BP1RE0CO0DI0WO1CS0,2418182816679.6455
CH0SP1SE0WE0BP1RE0CO0DI0WO0CS1,2420942063081.027
CH0SP0SE1WE0BP1RE0CO1DI0WO0CS0,2409033121223.5674
CH1SP0SE0WE0BP1RE0CO0DI0WO0CS1,2424240823776.4688
CH1SP0SE1WE0BP0RE0CO0DI0WO0CS0,2440013095947.64
CH0SP0SE0WE0BP1RE0CO0DI0WO0CS0,2421405995184.084
CH0SP1SE0WE1BP1RE0CO0DI1WO0CS0,2255281926432.9688
CH0SP0SE0WE0BP0RE1CO0DI0WO1CS0,2413847016387.9907
CH1SP0SE0WE0BP0RE1CO0DI0WO0CS0,2410770770031.0996
CH0SP1SE1WE0BP1RE1CO0DI1WO1CS0,2346967429475.035
CH0SP1SE1WE0BP1RE0CO0DI1WO1CS0,2389894616978.9053
CH0SP0SE1WE0BP0RE1CO0DI1WO0CS0,2377440785125.158
CH0SP1SE1WE1BP0RE0CO0DI0WO1CS0,2287874565249.3545
CH1SP0SE0WE0BP0RE1CO0DI0WO1CS0,2402915607142.0493
CH0SP0SE1WE0BP0RE0CO0DI0WO1CS1,2444162187955.5693
CH1SP0SE0WE1BP0RE0CO0DI1WO0CS0,2269010521896.6846
CH1SP0SE1WE0BP1RE0CO0DI1WO1CS0,2396292975005.043
CH1SP1SE0WE1BP1RE0CO1DI1WO0CS0,2247315334711.852
CH0SP1SE0WE0BP0RE0CO0DI1WO0CS0,2398324824194.8486
CH1SP0SE1WE0BP1RE0CO0DI1WO0CS1,2403560507928.994
CH0SP1SE0WE1BP1RE0CO0DI1WO0CS1,2254494247069.632
CH0SP1SE1WE0BP0RE0CO0DI1WO0CS0,2400601552344.8887
CH0SP0SE0WE0BP1RE1CO0DI0WO1CS0,2394863136751.801
CH0SP0SE0WE0BP1RE1CO1DI1WO0CS0,2342008552329.698
CH0SP0SE1WE0BP1RE1CO1DI0WO1CS0,2381179146535.705
CH0SP0SE0WE1BP0RE0CO0DI1WO0CS0,2271810413917.1294
CH0SP0SE0WE0BP1RE1CO0DI0WO1CS1,2400085174335.2
